"filename", "language", "Shell Script", "Dart", "JSON", "YAML", "Markdown", "HTML", "XML", "comment", "blank", "total"
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/loadman/manage_loadman_page.dart", "Dart", 0, 189, 0, 0, 0, 0, 0, 2, 13, 204
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/paper_rate/paper_rate_change_table.dart", "Dart", 0, 412, 0, 0, 0, 0, 0, 18, 15, 445
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/paper_rate/paper_rate_widget.dart", "Dart", 0, 329, 0, 0, 0, 0, 0, 2, 17, 348
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/purchase/create_purchase_order.dart", "Dart", 0, 432, 0, 0, 0, 0, 0, 0, 16, 448
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/purchase/manage_purchase_order.dart", "Dart", 0, 484, 0, 0, 0, 0, 0, 2, 14, 500
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/purchase/purchase_detail_widget.dart", "Dart", 0, 328, 0, 0, 0, 0, 0, 95, 11, 434
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/purchase/purchase_order_data_table.dart", "Dart", 0, 323, 0, 0, 0, 0, 0, 0, 27, 350
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/regions/create_region.dart", "Dart", 0, 160, 0, 0, 0, 0, 0, 0, 10, 170
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/regions/region_data_table.dart", "Dart", 0, 285, 0, 0, 0, 0, 0, 0, 22, 307
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/regions/regions_list.dart", "Dart", 0, 145, 0, 0, 0, 0, 0, 1, 9, 155
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/reports/pdfDownload.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/reports/report_data_table.dart", "Dart", 0, 179, 0, 0, 0, 0, 0, 0, 23, 202
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/reports/report_list_page.dart", "Dart", 0, 1063, 0, 0, 0, 0, 0, 19, 52, 1134
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/routes/create_route.dart", "Dart", 0, 151, 0, 0, 0, 0, 0, 0, 6, 157
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/routes/edit_route.dart", "Dart", 0, 159, 0, 0, 0, 0, 0, 1, 8, 168
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/routes/manage_route_page.dart", "Dart", 0, 157, 0, 0, 0, 0, 0, 1, 10, 168
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/routes/route_data_table.dart", "Dart", 0, 287, 0, 0, 0, 0, 0, 0, 22, 309
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/sale/complete_sale_widget.dart", "Dart", 0, 1174, 0, 0, 0, 0, 0, 13, 60, 1247
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/sale/create_sale_order.dart", "Dart", 0, 538, 0, 0, 0, 0, 0, 3, 23, 564
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/sale/manage_sale_order_page.dart", "Dart", 0, 639, 0, 0, 0, 0, 0, 7, 20, 666
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/sale/sale_detail_widget.dart", "Dart", 0, 763, 0, 0, 0, 0, 0, 8, 17, 788
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/sale/sale_order_data_table.dart", "Dart", 0, 348, 0, 0, 0, 0, 0, 0, 26, 374
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/sale/sale_request_list_dialog.dart", "Dart", 0, 103, 0, 0, 0, 0, 0, 0, 8, 111
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/add_additional_amount.dart", "Dart", 0, 144, 0, 0, 0, 0, 0, 1, 9, 154
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/add_shop_payment.dart", "Dart", 0, 640, 0, 0, 0, 0, 0, 16, 33, 689
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/create_shop.dart", "Dart", 0, 1041, 0, 0, 0, 0, 0, 5, 35, 1081
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/discount_dialog.dart", "Dart", 0, 140, 0, 0, 0, 0, 0, 1, 9, 150
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/display_shop_payment.dart", "Dart", 0, 382, 0, 0, 0, 0, 0, 6, 24, 412
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/manage_shops_page.dart", "Dart", 0, 292, 0, 0, 0, 0, 0, 1, 15, 308
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/notes_dialog.dart", "Dart", 0, 149, 0, 0, 0, 0, 0, 2, 9, 160
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/payents/payment_detail.dart", "Dart", 0, 368, 0, 0, 0, 0, 0, 1, 11, 380
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/shop_data_table.dart", "Dart", 0, 481, 0, 0, 0, 0, 0, 25, 27, 533
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/shop_details_widget.dart", "Dart", 0, 302, 0, 0, 0, 0, 0, 2, 10, 314
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/shop/shop_order_payment_history_page.dart", "Dart", 0, 664, 0, 0, 0, 0, 0, 14, 52, 730
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/sidebar.dart", "Dart", 0, 207, 0, 0, 0, 0, 0, 5, 13, 225
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/topappbar.dart", "Dart", 0, 105, 0, 0, 0, 0, 0, 13, 12, 130
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/trip/create_trip.dart", "Dart", 0, 346, 0, 0, 0, 0, 0, 3, 17, 366
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/trip/end_trip_page.dart", "Dart", 0, 763, 0, 0, 0, 0, 0, 18, 40, 821
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/trip/manage_trips_page.dart", "Dart", 0, 292, 0, 0, 0, 0, 0, 0, 18, 310
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/trip/trip_data_table.dart", "Dart", 0, 334, 0, 0, 0, 0, 0, 10, 23, 367
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/trip/trip_delivery_table.dart", "Dart", 0, 187, 0, 0, 0, 0, 0, 0, 13, 200
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/trip/trip_details.dart", "Dart", 0, 800, 0, 0, 0, 0, 0, 7, 52, 859
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/vehicle/create_service_due.dart", "Dart", 0, 257, 0, 0, 0, 0, 0, 0, 9, 266
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/vehicle/create_vehicle.dart", "Dart", 0, 156, 0, 0, 0, 0, 0, 0, 7, 163
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/vehicle/edit_service_due.dart", "Dart", 0, 269, 0, 0, 0, 0, 0, 1, 10, 280
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/vehicle/manage_vehicle_page.dart", "Dart", 0, 163, 0, 0, 0, 0, 0, 1, 12, 176
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/vehicle/vehicle_data_table.dart", "Dart", 0, 321, 0, 0, 0, 0, 0, 0, 22, 343
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/lib/widgets/vehicle/vehicle_details_page.dart", "Dart", 0, 631, 0, 0, 0, 0, 0, 0, 20, 651
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/prod_pub.sh", "Shell Script", 4, 0, 0, 0, 0, 0, 0, 1, 0, 5
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/pubspec.yaml", "YAML", 0, 0, 0, 49, 0, 0, 0, 44, 13, 106
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/web/index.html", "HTML", 0, 0, 0, 0, 0, 139, 0, 14, 13, 166
"/Users/soorya/Documents/projects/selvam-broilers/selvam_dashboard/web/manifest.json", "JSON", 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 9, 31739, 23, 49, 10, 139, 21, 588, 2046, 34624
